id,days,mature,views,partner,new_id,language
181993475,324,TRUE,1678,FALSE,0,English
62291974,1618,FALSE,622427,TRUE,1,English
24772619,2587,TRUE,1465,FALSE,2,English
69238797,1517,FALSE,13141,FALSE,3,English
45334542,1889,TRUE,448,FALSE,4,English
44483447,1923,FALSE,1665,FALSE,5,English
182009874,329,FALSE,1627,FALSE,6,English
25362451,2560,TRUE,13216,FALSE,7,English
18628629,2850,TRUE,4071,FALSE,8,English
112836630,999,FALSE,2234,FALSE,9,English
63160344,1590,FALSE,754,FALSE,10,English
129417241,821,TRUE,12044,FALSE,11,English
23101471,2666,FALSE,115499,FALSE,12,English
101269536,1136,FALSE,21877,FALSE,13,English
86835235,1292,TRUE,35760,FALSE,14,English
8962054,3260,FALSE,65161,FALSE,15,English
55672876,1718,TRUE,2409,FALSE,16,English
96419885,1177,TRUE,1594,FALSE,17,English
28311598,2302,FALSE,1003,FALSE,18,English
127238192,845,FALSE,2066,FALSE,19,English
23330870,2646,FALSE,221018,FALSE,20,English
41779259,2012,TRUE,4304,FALSE,21,English
19202109,2840,TRUE,6924,FALSE,22,English
51183678,1801,TRUE,68910,FALSE,23,English
60047423,1654,FALSE,849929,TRUE,24,English
32735299,2259,FALSE,1277,FALSE,25,English
80232517,1362,TRUE,348066,TRUE,26,English
100646986,1142,FALSE,11398,FALSE,27,English
72908878,1459,TRUE,6990,FALSE,28,English
75399251,1405,TRUE,64,FALSE,29,English
63520852,1594,TRUE,56580,FALSE,30,English
28606553,2410,TRUE,6568,FALSE,31,English
45006939,1940,TRUE,62306,FALSE,32,English
74549946,1416,TRUE,10299,FALSE,33,English
23461984,2646,TRUE,55980,FALSE,34,English
106938465,1064,TRUE,3761,FALSE,35,English
42434667,2000,FALSE,706,FALSE,36,English
129171564,824,FALSE,1794,FALSE,37,English
67338349,1539,FALSE,2279,FALSE,38,English
45416559,1925,FALSE,8792,FALSE,39,English
24379505,2603,FALSE,248,FALSE,40,English
82575476,1337,TRUE,2557,FALSE,41,English
156631157,518,TRUE,47949,FALSE,42,English
172740079,404,TRUE,23453,FALSE,43,English
98975865,1157,TRUE,17852,FALSE,44,English
86589562,1266,TRUE,1584,FALSE,45,English
36831355,2192,FALSE,3878,FALSE,46,English
118674794,936,FALSE,17,FALSE,47,English
127015728,847,TRUE,15231,FALSE,48,English
154501248,535,TRUE,8482,FALSE,49,English
102181568,1069,TRUE,729,FALSE,50,English
153747586,543,TRUE,2260,FALSE,51,English
1900675,3668,TRUE,6178,FALSE,52,English
139329668,699,TRUE,6641,FALSE,53,English
174738113,388,TRUE,2261,FALSE,54,English
125010056,871,TRUE,4947,FALSE,55,English
37060745,2179,TRUE,823,FALSE,56,English
66861591,1543,TRUE,38681,FALSE,57,English
25280653,2562,TRUE,30973,FALSE,58,English
135069839,752,FALSE,3399,FALSE,59,English
26853520,2491,TRUE,21836,FALSE,60,English
114933905,980,TRUE,4236,FALSE,61,English
26460306,2482,FALSE,49024,TRUE,62,English
99598486,1151,TRUE,3957,FALSE,63,English
40976542,2047,TRUE,5117,FALSE,64,English
106040005,1074,TRUE,32457,FALSE,65,English
110968993,1018,FALSE,976,FALSE,66,English
44859560,1913,FALSE,4346,FALSE,67,English
120599108,924,TRUE,4084,FALSE,68,English
88441003,1278,FALSE,25484,FALSE,69,English
37028012,2184,FALSE,4565,FALSE,70,English
154443805,509,FALSE,1096,FALSE,71,English
153231390,547,FALSE,2264,FALSE,72,English
28655798,2415,FALSE,64697,FALSE,73,English
110248119,1024,FALSE,4200,FALSE,74,English
77791417,1385,TRUE,41943,FALSE,75,English
72237242,1473,TRUE,11623,FALSE,76,English
201638075,218,TRUE,800,FALSE,77,English
27345085,2466,FALSE,7680,FALSE,78,English
30343366,2349,TRUE,1062,FALSE,79,English
36798663,2193,FALSE,320636,TRUE,80,English
130646222,807,TRUE,56824,FALSE,81,English
160284879,472,TRUE,1218,FALSE,82,English
123338961,892,FALSE,8633,FALSE,83,English
41238563,2032,FALSE,1803,FALSE,84,English
89096408,1271,FALSE,16903,FALSE,85,English
155386073,529,TRUE,3355,FALSE,86,English
166985946,439,FALSE,382,FALSE,87,English
63291615,1594,TRUE,3017,FALSE,88,English
83050720,1327,FALSE,14372,FALSE,89,English
31359201,2281,FALSE,4017,FALSE,90,English
46448871,1895,FALSE,15539,FALSE,91,English
139706603,694,FALSE,2393,FALSE,92,English
23953644,2621,TRUE,2499056,TRUE,93,English
40960237,2043,FALSE,9024,FALSE,94,English
32915697,2233,FALSE,4982,FALSE,95,English
25821429,2539,TRUE,9289,FALSE,96,English
184434936,312,FALSE,4470,FALSE,97,English
74094287,1431,FALSE,221,FALSE,98,English
31473919,2305,TRUE,2324,FALSE,99,English
119832837,924,TRUE,1971,FALSE,100,English
124092678,863,TRUE,2606,FALSE,101,English
38977801,2109,FALSE,2169,FALSE,102,English
189314979,274,FALSE,338,FALSE,103,English
86868013,1293,FALSE,7170,FALSE,104,English
52822291,1768,FALSE,719,FALSE,105,English
67256366,1540,TRUE,4807,FALSE,106,English
107233559,1060,FALSE,16209,FALSE,107,English
32522522,2252,FALSE,5041,FALSE,108,English
36503835,2190,FALSE,2761,FALSE,109,English
38600989,2120,TRUE,443,FALSE,110,English
169066782,426,TRUE,375,FALSE,111,English
141852959,657,FALSE,570,FALSE,112,English
52281632,1779,FALSE,7577,FALSE,113,English
80560419,1334,TRUE,25797,FALSE,114,English
121883356,905,FALSE,431,FALSE,115,English
135168298,749,TRUE,9991,FALSE,116,English
165331243,450,FALSE,2491,FALSE,117,English
91390253,1243,FALSE,669,FALSE,118,English
24641838,2591,TRUE,3306,FALSE,119,English
63160625,1601,TRUE,40057,FALSE,120,English
41648436,2029,TRUE,512414,TRUE,121,English
40272181,2068,TRUE,56647,FALSE,122,English
126632248,850,TRUE,2437,FALSE,123,English
105873723,1076,FALSE,2731,FALSE,124,English
35111230,2244,TRUE,19700,FALSE,125,English
131875135,789,FALSE,19150,FALSE,126,English
26067265,2527,FALSE,69231,FALSE,127,English
55247170,1727,TRUE,7970,FALSE,128,English
82608451,1335,TRUE,8279,FALSE,129,English
23445828,2634,TRUE,36967,FALSE,130,English
22069573,2722,FALSE,3645,FALSE,131,English
92515041,1228,TRUE,19341,FALSE,132,English
79429960,1371,TRUE,17647,FALSE,133,English
52527433,1772,TRUE,12099,FALSE,134,English
24854861,2583,TRUE,11078,FALSE,135,English
112558415,1004,TRUE,2343,FALSE,136,English
43467090,1977,FALSE,57291,FALSE,137,English
45171027,1934,FALSE,7292,FALSE,138,English
49725786,1831,TRUE,1754,FALSE,139,English
81609052,1345,FALSE,4369,FALSE,140,English
74842463,1433,TRUE,4698,FALSE,141,English
134201697,763,FALSE,11153,FALSE,142,English
74973539,1430,TRUE,6161,FALSE,143,English
41992549,2019,TRUE,18285,TRUE,144,English
35701094,2236,TRUE,5607,FALSE,145,English
100677009,1142,TRUE,16642,FALSE,146,English
43909481,1967,TRUE,491012,TRUE,147,English
129565037,818,TRUE,249,FALSE,148,English
7962992,3334,FALSE,102699,FALSE,149,English
11272561,3125,TRUE,936253,TRUE,150,English
61243765,1580,FALSE,3798,FALSE,151,English
