id,days,mature,views,partner,new_id,language
43622128,1910,FALSE,2002,FALSE,1076,Russian
32314097,2273,TRUE,1885,FALSE,1090,Russian
112985248,998,FALSE,14538,FALSE,633,Russian
54595718,1738,TRUE,8541,FALSE,2238,Russian
72920173,1461,FALSE,49854,FALSE,1662,Russian
64480092,1574,TRUE,5735,FALSE,464,Russian
66103338,1550,TRUE,37236,FALSE,1103,Russian
46262362,1906,FALSE,1596,FALSE,1131,Russian
44862199,1943,TRUE,7017,FALSE,1478,Russian
143803289,629,FALSE,4144,FALSE,489,Russian
27185730,2475,FALSE,413418,FALSE,2467,Russian
118873680,937,FALSE,4230,FALSE,4133,Russian
43223998,1970,FALSE,29549,FALSE,3892,Russian
116886173,959,TRUE,7352,FALSE,1436,Russian
108386286,1047,FALSE,281370,TRUE,3226,Russian
55495866,1721,FALSE,1008,FALSE,1704,Russian
100272539,1147,TRUE,6693,FALSE,1292,Russian
46005692,1909,TRUE,13100,FALSE,1605,Russian
102691286,1118,TRUE,151066,FALSE,1981,Russian
61383019,1517,FALSE,3960,FALSE,196,Russian
129720054,818,FALSE,59162,FALSE,4232,Russian
55823083,1704,FALSE,2579,FALSE,1473,Russian
75505340,1423,FALSE,19528,FALSE,3654,Russian
75509026,1419,TRUE,2202,FALSE,1751,Russian
35650958,2241,FALSE,46806,FALSE,3034,Russian
174295378,391,FALSE,4807,FALSE,1258,Russian
78514379,1357,FALSE,8028,FALSE,1192,Russian
45179174,1935,FALSE,11292,FALSE,155,Russian
52687077,1772,TRUE,36580,FALSE,2288,Russian
52351956,1777,FALSE,8137,FALSE,3090,Russian
104194331,1077,FALSE,2635,FALSE,147,Russian
140303111,671,TRUE,967,FALSE,302,Russian
162762288,465,FALSE,26058,FALSE,1911,Russian
65664584,1560,FALSE,41448,FALSE,2993,Russian
151178595,569,TRUE,5005,FALSE,1793,Russian
24557004,2596,FALSE,894923,FALSE,2926,Russian
96961426,1176,TRUE,11691,FALSE,485,Russian
90062879,1259,TRUE,3243,FALSE,2908,Russian
127550452,841,FALSE,1498977,TRUE,536,Russian
126032241,416,TRUE,686,FALSE,3419,Russian
59982738,1656,FALSE,192013,FALSE,2879,Russian
38488953,2127,TRUE,7983,FALSE,2117,Russian
138562900,709,FALSE,14228,FALSE,3788,Russian
35642220,2241,FALSE,13837,FALSE,3705,Russian
94342638,1206,FALSE,12037,FALSE,1868,Russian
114563436,978,FALSE,11113,FALSE,765,Russian
65414821,1564,FALSE,4868,FALSE,899,Russian
56028695,1713,FALSE,52653,FALSE,1893,Russian
76928985,1402,FALSE,213107,FALSE,3536,Russian
76120403,1414,FALSE,10030,FALSE,183,Russian
148535048,591,FALSE,1937,FALSE,3097,Russian
98920810,1158,TRUE,7169,FALSE,1268,Russian
112054630,1008,FALSE,7992,FALSE,2349,Russian
47568600,1859,FALSE,11686,FALSE,3797,Russian
100428289,1133,FALSE,565,FALSE,3796,Russian
81654880,1348,FALSE,63534,FALSE,2743,Russian
63187140,1600,TRUE,118198,FALSE,1188,Russian
191253422,267,FALSE,13672,FALSE,1573,Russian
50084347,1826,TRUE,91234,FALSE,3497,Russian
77838683,1385,TRUE,5721,FALSE,3405,Russian
39037094,2099,FALSE,462,FALSE,2679,Russian
43564820,1966,FALSE,14373,FALSE,4250,Russian
48929878,1855,TRUE,34959,FALSE,3844,Russian
38253132,2135,TRUE,6009,FALSE,1848,Russian
113572151,994,FALSE,33917,FALSE,3382,Russian
138474675,710,FALSE,43561,FALSE,3820,Russian
47634857,1884,TRUE,81335,FALSE,3449,Russian
122367271,904,FALSE,63810,FALSE,919,Russian
140670858,682,FALSE,40699,FALSE,3164,Russian
96405887,1183,FALSE,4831,FALSE,1281,Russian
145693835,624,TRUE,6250,FALSE,3881,Russian
133829589,769,FALSE,7065,FALSE,2671,Russian
133492901,774,FALSE,39776,FALSE,495,Russian
167095319,436,FALSE,6722,FALSE,1617,Russian
42777431,1997,FALSE,2991,FALSE,3515,Russian
99766319,1150,FALSE,35439,FALSE,2196,Russian
72555196,1455,FALSE,144653,FALSE,54,Russian
59333452,1662,FALSE,33214,FALSE,3685,Russian
54740008,1736,TRUE,22405426,TRUE,568,Russian
93189499,1220,FALSE,24833,FALSE,2884,Russian
23649817,2631,FALSE,13296,FALSE,2773,Russian
151583296,504,FALSE,463,FALSE,4010,Russian
81307249,1351,TRUE,8815,FALSE,876,Russian
91670993,1238,FALSE,3222,FALSE,1328,Russian
150340669,578,FALSE,950512,TRUE,578,Russian
50306174,1819,FALSE,11712,FALSE,3873,Russian
39303191,2098,FALSE,9457,FALSE,2242,Russian
46342069,1909,TRUE,17678,FALSE,4340,Russian
98455005,1161,FALSE,86651,FALSE,1861,Russian
93755331,1213,FALSE,10718,FALSE,3204,Russian
50585650,1814,FALSE,65198,FALSE,25,Russian
40026492,2055,FALSE,7127,FALSE,205,Russian
120057183,928,FALSE,1614,FALSE,1789,Russian
50673275,1811,FALSE,7793,FALSE,3016,Russian
162139408,462,FALSE,1126,FALSE,1743,Russian
153596834,533,FALSE,21937,FALSE,2646,Russian
179341649,350,TRUE,17165,FALSE,1257,Russian
122480896,901,FALSE,4281,FALSE,1216,Russian
72005246,1476,FALSE,10494,FALSE,3017,Russian
111353451,971,FALSE,2576,FALSE,3020,Russian
87615583,1286,TRUE,20541,FALSE,1134,Russian
75624782,1420,TRUE,9937,FALSE,2337,Russian
99746023,1144,FALSE,6169,FALSE,734,Russian
149684811,584,FALSE,3751,FALSE,320,Russian
61592692,1558,FALSE,2147,FALSE,2754,Russian
137633330,720,FALSE,297840,TRUE,4115,Russian
112258667,1006,FALSE,6849,FALSE,1949,Russian
132366004,787,FALSE,2003,FALSE,4192,Russian
141416130,671,FALSE,8535,FALSE,3059,Russian
197671992,233,FALSE,21354,FALSE,3824,Russian
76625740,1406,FALSE,60786,FALSE,3127,Russian
55930411,1714,FALSE,6518,FALSE,1906,Russian
55248944,1673,TRUE,4959,FALSE,1108,Russian
78288733,1383,FALSE,47931,FALSE,3138,Russian
99171303,1153,FALSE,1068,FALSE,997,Russian
60311520,1650,FALSE,12721,FALSE,1065,Russian
138794665,706,FALSE,324535,TRUE,3043,Russian
76931872,1402,TRUE,2524,FALSE,1720,Russian
36772207,2195,FALSE,118400,FALSE,520,Russian
179834823,341,FALSE,1444,FALSE,2143,Russian
116726405,959,FALSE,56776,FALSE,4257,Russian
124118786,882,FALSE,12173,FALSE,946,Russian
142338853,662,FALSE,2923,FALSE,1503,Russian
28081485,2438,TRUE,11864101,TRUE,3981,Russian
98269723,1153,FALSE,8930,FALSE,3519,Russian
70155921,1505,FALSE,453940,TRUE,4171,Russian
42589277,2002,TRUE,6576,FALSE,248,Russian
68550603,1525,TRUE,37892,FALSE,4354,Russian
222001877,150,TRUE,3281,FALSE,3623,Russian
44052121,1963,FALSE,35860,FALSE,3173,Russian
43353497,1800,FALSE,764,FALSE,761,Russian
72308563,1465,FALSE,3400,FALSE,3133,Russian
